rating,review
4 stars: Great,"<p class=""review-content__text"">
                Overall good experience with Rebtel. They have a good service and good quality of voice.<br><br>Only improvements required are : REBTEL should have some customer care number where we can talk and share our issues. Though they have email address for customer care. Sometimes (I really mean sometimes - once in a six month) you may not be able to connect using REBTEL and in case if you have emergency, you need backup calling mechanism. They are reply very fast on email, though.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's the best and cheapest international calling app.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel continue to make telecommunications more affordable and easier to use.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Prompt response and clear conversation at affordable rate.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am happy with Rebtel but I would like you do something like the others apps for send free sms to Cuba, thanks...
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebel is doing a good job with a great customers concern.Keep it up
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good comunications
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent Service
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                excellent connectivity every time and EXCELLENT value for money
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                someone else is using my account, whoever is buying 10 dollars credit every day is not me, my account had being stolen.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's my choice
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Reall good service, but sometime call disconnects automatically .Moreover when i reloads my plan and call they always ask to dial the number and Rebtel Pin, this is sometimes irritating. Rest is good.<br><br>Thank you!
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                cant make calls to india,rebtel cheated and i lose my 10 euros
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Quantity of phone numbers in excess of 30 causes revocation of unlimited minutes advertised but was not disclosed properly and has questionable business impact on Rebtel cost given automation of phone system.
            </p>"
